B B
B1NC=CO1 C1=CO[BH:1]N1
B1NC=NO1 C1=NO[BH:1]N1
B1NCC=CO1 B1NC[CH:1]=CO1
B1NCC=CO1 C1=CO[BH:1]NC1
B1NCCCCCO1 C1CCN[BH:1]OCC1
B1NCCCCN1 B1NCCCC[NH:1]1
B1NCCCCN1 C1CCN[BH:1]NC1
B1NCCCCO1 C1CCO[BH:1]NC1
B1NCCCN1 B1NCCC[NH:1]1
B1NCCCN1 B1NCC[CH2:1]N1
B1NCCCN1 B1NC[CH2:1]CN1
B1NCCCN1 C1CN[BH:1]NC1
B1NCCCN1 C1CN[BH:1][NH:1]C1
B1NCCCO1 B1NCC[CH2:1]O1
B1NCCCO1 B1NC[CH2:1]CO1
B1NCCCO1 B1N[CH2:1]CCO1
B1NCCCO1 B1OCCC[NH:1]1
B1NCCCO1 C1CN[BH:1]OC1
B1NCCCS1 C1CN[BH:1]SC1
B1NCCN1 B1NCC[NH:1]1
B1NCCN1 B1NC[CH2:1]N1
B1NCCN1 B1N[CH2:1][CH2:1]N1
B1NCCN1 C1CN[BH:1]N1
B1NCCNCCN1 B1NCCN[CH2:1]CN1
B1NCCO1 B1NC[CH2:1]O1
B1NCCO1 B1N[CH2:1]CO1
B1NCCO1 B1OCC[NH:1]1
B1NCCO1 C1CO[BH:1]N1
B1NCCO1 C1C[NH:1][BH:1]O1
B1NCCS1 C1CS[BH:1]N1
B1NCC[SiH2]1 B1NCC[SiH2:1]1
B1NCN1 B1NC[NH:1]1
B1NCNCN1 B1NCNC[NH:1]1
B1NCNCN1 C1NCN[BH:1]N1
B1NC[SiH2]1 C1N[BH:1][SiH2]1
B1NN1 B1N[NH:1]1
B1NN1 B1[NH:1][NH:1]1
B1NN1 N1N[BH:1]1
B1NN=NN1 B1NN=N[NH:1]1
B1NN=NN1 N1=NN[BH:1]N1
B1NNBNN1 B1NNB[NH:1]N1
B1NNBNN1 B1NN[BH:1]NN1
B1NNBO1 B1NN[BH:1]O1
B1NNPN1 B1NN[PH:1]N1
B1NNPN1 N1N[BH:1]NP1
B1NN[SiH2]N1 N1N[BH:1]N[SiH2]1
B1NO1 N1O[BH:1]1
B1NPN1 N1PN[BH:1]1
B1NSN1 N1SN[BH:1]1
B1OBOBO1 B1OBO[BH:1]O1
B1OBOBO1 B1O[BH:1][O:1][BH:1]O1
B1OBOO1 B1OO[BH:1]O1
B1OC=CC=CO1 C1=CO[BH:1]OC=C1
B1OC=CCO1 B1OC=C[CH2:1]O1
B1OC=CCO1 B1OC=[CH:1]CO1
B1OC=CCO1 B1OC=[CH:1][CH2:1]O1
B1OC=CCO1 B1OCC=[CH:1]O1
B1OC=CCO1 B1OC[CH:1]=[CH:1]O1
B1OC=CCO1 C1=CO[BH:1]OC1
B1OC=CNC=CO1 B1OC=C[NH:1]C=CO1
B1OC=CO1 B1OC=[CH:1]O1
B1OC=CO1 B1O[CH:1]=[CH:1]O1
B1OC=CO1 C1=CO[BH:1]O1
B1OCCC=NCCCO1 B1OCCC=NCC[CH2:1]O1
B1OCCCCCO1 B1OCCCC[CH2:1]O1
B1OCCCCCO1 B1OCC[CH2:1]CCO1
B1OCCCCCO1 C1CCO[BH:1]OCC1
B1OCCCCO1 B1OCCC[CH2:1]O1
B1OCCCCO1 B1OCC[CH2:1]CO1
B1OCCCCO1 C1CCO[BH:1]OC1
B1OCCCCO1 C1C[CH2:1][CH2:1][O:1][BH:1]O1
B1OCCCNCCO1 B1OCCC[NH:1]CCO1
B1OCCCNCCO1 B1OCCNC[CH2:1]CO1
B1OCCCNCCO1 C1CNCCO[BH:1]OC1
B1OCCCNCCO1 C1CO[BH:1][O:1][CH2:1][CH2:1][NH:1]C1
B1OCCCNCO1 C1CNCO[BH:1]OC1
B1OCCCO1 B1OCC[CH2:1]O1
B1OCCCO1 B1OC[CH2:1]CO1
B1OCCCO1 B1OC[CH2:1][CH2:1]O1
B1OCCCO1 B1O[CH2:1][CH2:1][CH2:1]O1
B1OCCCO1 C1CO[BH:1]OC1
B1OCCCO1 C1C[CH2:1][O:1][BH:1]O1
B1OCCCS1 B1OCC[CH2:1]S1
B1OCCCS1 B1OC[CH2:1]CS1
B1OCCCS1 B1O[CH2:1]CCS1
B1OCCCS1 C1CO[BH:1]SC1
B1OCCNCCO1 B1OCCNC[CH2:1]O1
B1OCCNCCO1 B1OCCN[CH2:1]CO1
B1OCCNCCO1 B1OCC[NH:1]CCO1
B1OCCNCCO1 C1CO[BH:1]OCCN1
B1OCCNCO1 C1CO[BH:1]OCN1
B1OCCNCOCCO1 B1OCCOCNC[CH2:1]O1
B1OCCO1 B1OC[CH2:1]O1
B1OCCO1 B1O[CH2:1][CH2:1]O1
B1OCCO1 C1CO[BH:1]O1
B1OCCO1 C1O[BH:1][O:1][CH2:1]1
B1OCCOBOCCO1 B1OCCOBO[CH2:1]CO1
B1OCCOBOCCO1 B1OCCO[BH:1]OCCO1
B1OCCOCCO1 C1CO[BH:1]OCCO1
B1OCCOCO1 C1CO[BH:1]OCO1
B1OCCP1 B1OC[CH2:1]P1
B1OCCP1 B1O[CH2:1]CP1
B1OCCP1 B1O[CH2:1][CH2:1]P1
B1OCCS1 B1O[CH2:1]CS1
B1OCCS1 C1CS[BH:1]O1
B1OCCSCCO1 C1CSCCO[BH:1]O1
B1OCNCO1 C1NCO[BH:1]O1
B1OCO1 B1O[CH2:1]O1
B1OCO1 C1O[BH:1]O1
B1OCOCO1 C1OCO[BH:1]O1
B1OCOP1 B1OCO[PH:1]1
B1OCOP1 B1O[CH2:1]OP1
B1OCS1 B1O[CH2:1]S1
B1OO1 O1O[BH:1]1
B1OOOO1 O1OO[BH:1]O1
B1OPO1 B1O[PH:1]O1
B1PP1 B1P[PH:1]1
B1PPPP1 B1PP[PH:1]P1
B1PS1 B1P[S:1]1
B1PS1 B1S[PH:1]1
B1SBS1 B1S[BH:1]S1
